,net_acc_C_mean,net_acc_C_std,net_acc_C_min,net_acc_C_max,net_acc_mean,net_acc_std,net_acc_min,net_acc_max,EDA_mean,EDA_std,EDA_min,EDA_max,EDA_SCR_mean,EDA_SCR_std,EDA_SCR_min,EDA_SCR_max,EDA_SCL_mean,EDA_SCL_std,EDA_SCL_min,EDA_SCL_max,BVP_mean,BVP_std,BVP_min,BVP_max,TEMP_mean,TEMP_std,TEMP_min,TEMP_max,ACC_x_mean,ACC_x_std,ACC_x_min,ACC_x_max,ACC_y_mean,ACC_y_std,ACC_y_min,ACC_y_max,ACC_z_mean,ACC_z_std,ACC_z_min,ACC_z_max,ECG_mean,ECG_std,ECG_min,ECG_max,EDA_C_mean,EDA_C_std,EDA_C_min,EDA_C_max,EDA_SCR_C_mean,EDA_SCR_C_std,EDA_SCR_C_min,EDA_SCR_C_max,EDA_SCL_C_mean,EDA_SCL_C_std,EDA_SCL_C_min,EDA_SCL_C_max,ACC_x_C_mean,ACC_x_C_std,ACC_x_C_min,ACC_x_C_max,ACC_y_C_mean,ACC_y_C_std,ACC_y_C_min,ACC_y_C_max,ACC_z_C_mean,ACC_z_C_std,ACC_z_C_min,ACC_z_C_max,EMG_C_mean,EMG_C_std,EMG_C_min,EMG_C_max,Resp_C_mean,Resp_C_std,Resp_C_min,Resp_C_max,Temp_C_mean,Temp_C_std,Temp_C_min,Temp_C_max,BVP_peak_freq,net_acc_abs_integral,ACC_x_abs_integral,ACC_y_abs_integral,ACC_z_abs_integral,net_acc_C_abs_integral,ACC_x_C_abs_integral,ACC_y_C_abs_integral,ACC_z_C_abs_integral,ACC_x_peak_freq,ACC_y_peak_freq,ACC_z_peak_freq,ACC_x_C_peak_freq,ACC_y_C_peak_freq,ACC_z_C_peak_freq,ECG_bpm,ECG_ibi,ECG_sdnn,ECG_sdsd,ECG_rmssd,ECG_pnn20,ECG_pnn50,EDA_slope,EDA_C_slope,EDA_drange,EDA_C_drange,EMG_drange,EMG_abs_integral,Resp_C_rate,Resp_C_Inhal_mean,Resp_C_Inhal_std,Resp_C_Exhal_mean,Resp_C_Exhal_std,Resp_C_I/E,TEMP_drange,TEMP_C_drange,TEMP_slope,TEMP_C_slope,0,1,2
0,0.0005972030248874047,1.863143043331289e-05,0.000533241465074636,0.0007170894441160266,0.0313883094552156,0.012523724294557212,0.0,0.08463058351216848,8.47368755393422,0.3787018476692931,7.88566932469389,9.154045853481014,0.0005710113455615792,0.03791032437290693,-0.16641280244918702,0.12074852288309122,0.40030079520013906,0.10103284066613721,0.2815697775277217,0.5599397850749701,1.0446819338422382,125.62163294040727,-756.5,526.02,34.79108597285068,0.01036426302423202,34.77,34.81,0.031352511161720886,0.012613033067697003,-0.00963274478254242,0.08463054344662269,2.157219559376213e-05,8.678437748206665e-06,-6.627840860399872e-06,5.823031613065602e-05,2.157219559376213e-05,8.678437748206665e-06,-6.627840860399872e-06,5.823031613065602e-05,0.0008229356358874954,0.2274703347744943,-0.5109100341796875,1.4992218017578125,2.3373809192653225,0.012474290454084037,2.304866102889048,2.3701296220356816,-0.00023118491978304782,0.004277323158504698,-0.0172570552139196,0.026295097929628655,-1.0558530018294852,0.016111341556183132,-1.0852905699371918,-1.0310056130976915,0.000597202742161419,1.8631421612879437e-05,0.0005332412126291316,0.0007170891046337878,4.109072570482454e-07,1.2819409238058031e-08,3.6689832205641857e-07,4.933954522342239e-07,4.109072570482454e-07,1.2819409238058031e-08,3.6689832205641857e-07,4.933954522342239e-07,-0.0031464105061150523,0.016240638913229005,-0.17449951171875,0.1610870361328125,0.2086375913678176,5.629323994427992,-15.106201171875,14.76593017578125,32.880306243896484,0.047493286430835724,32.7139892578125,33.156646728515625,0.07237772123268306,55.525919426276396,55.52589313936952,0.03820476838816213,0.03820476838816213,23.10220181474436,23.102190877772333,0.015895536331654324,0.015895536331654324,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,85.60991105463786,700.8534322820037,66.95816374846396,28.809817468450508,39.72414276981936,0.5131578947368421,0.13157894736842105,-0.005043926336838812,-1.0674333542641396e-06,1.1608457667398273,1.0283155360152283,-0.9231374606505771,450.4438018798828,0.1953640549879133,2.577285714285715,0.9922118046597321,2.4766233766233765,1.142043585872441,0.9460409019402204,1.001150417026172,1.0135311,1.2496247790365146e-05,3.964646975892357e-06,0,1,0
0,0.0006043347886403352,1.8108119518471573e-05,0.0004574180160205878,0.0010144661464286003,0.01847742833100765,0.00875999304520143,0.0,0.06605313835096077,8.070805995643822,0.12612945847986937,7.641879544734321,8.295849911286352,0.0002977236835165381,0.02875605211832011,-0.12533511210097495,0.05841645782867469,0.2835776829255667,0.020099091872980063,0.2507988767736932,0.31341969808570225,-0.7930279898218822,90.78012061928708,-392.71,536.76,34.753800904977375,0.024216896967377624,34.71,34.81,0.018439280888075407,0.008839986441677413,-0.01169690437880151,0.06605310708029088,1.2687206197745894e-05,6.08238094812956e-06,-8.048092473342702e-06,4.5448051614170555e-05,1.2687206197745894e-05,6.08238094812956e-06,-8.048092473342702e-06,4.5448051614170555e-05,0.0008425909315907417,0.23314119637209843,-0.4298858642578125,1.4972991943359375,2.3084258905211787,0.00959333231531018,2.294718943669797,2.3596904304418542,7.717455934575093e-05,0.006556033020039888,-0.011162089291530383,0.05076459740431395,-1.0943451172405991,0.0103059931858461,-1.1115047780091283,-1.0755380661999923,0.0006043345025380524,1.8108110945782343e-05,0.00045741779947118327,0.0010144656661632144,4.15814287588128e-07,1.2459343659620296e-08,3.147277800927197e-07,6.980063466287231e-07,4.15814287588128e-07,1.2459343659620296e-08,3.147277800927197e-07,6.980063466287231e-07,-0.00318360291694907,0.015620107224070003,-0.1564178466796875,0.1732177734375,-0.06006102985488186,4.441992821246986,-17.99774169921875,15.30914306640625,33.0377197265625,0.05256367102265358,32.874267578125,33.24853515625,0.11309018942606729,32.668093289221524,32.66807782359511,0.022477375443637537,0.022477375443637537,23.37808696376273,23.37807589618202,0.016085359901059144,0.016085359901059144,0.022624434389140274,0.022624434389140274,0.022624434389140274,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,86.93344655556736,690.1831501831501,65.4786981768303,28.89167081841884,37.97065280481145,0.4025974025974026,0.09090909090909091,-0.0006607869961164057,-6.591532716477892e-07,1.0855771623621904,1.028313483423008,-1.1074041556921277,459.4906768798828,0.2579242418319785,2.1452747252747257,0.5834642885536262,1.8191208791208788,0.23897513941071366,1.17929201401474,1.0028810141169693,1.0113848,-0.0002730496848144062,4.416353125363616e-06,0,1,0
0,0.0005911730452053055,1.1542440694259128e-05,0.0005373698150934459,0.0006551646039457368,0.03068353105703901,0.010868872707121762,0.010320802867337619,0.0571084425326015,7.9396004892233645,0.06841462976050047,7.785154437923261,8.114498993843018,-0.0006094360587853122,0.010900814631178089,-0.022399879851980595,0.037820075473334255,0.24638289536555874,0.015964311066758066,0.20000602868418285,0.2813879896632896,-0.2425049476957875,53.619122118107015,-324.32,190.61,34.6858371040724,0.02006439133785153,34.65,34.73,0.03068351653093784,0.010868867561614086,0.010320797981295449,0.05710841549650149,2.111189169810325e-05,7.478359092591616e-06,7.101258064714148e-06,3.929362795808496e-05,2.111189169810325e-05,7.478359092591616e-06,7.101258064714148e-06,3.929362795808496e-05,0.0013958478637102064,0.23085091301381458,-0.3369598388671875,1.4992218017578125,2.3057018652491683,0.007799100734453537,2.2900052194264946,2.328693431468216,-5.25989816117851e-05,0.004978105288963001,-0.010406439492927556,0.025615451470307624,-1.0978075872697952,0.008424817975939696,-1.1124552297426742,-1.0886836431498461,0.0005911727653340138,1.1542435229873001e-05,0.000537369560693511,0.0006551642937797619,4.067583122037426e-07,7.941809481313783e-09,3.6973884514768074e-07,4.50787888043935e-07,4.067583122037426e-07,7.941809481313783e-09,3.6973884514768074e-07,4.50787888043935e-07,-0.0032085725975411344,0.015716426574680017,-0.1205291748046875,0.1024932861328125,-0.011480262589891007,4.219142880041154,-14.312744140625,13.51776123046875,33.18014907836914,0.03867771476507187,33.063446044921875,33.406890869140625,0.19677692960135706,54.27916643990201,54.27914074322903,0.03734693641394465,0.03734693641394465,22.868938080722035,22.868927254180996,0.01573503854928958,0.01573503854928958,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,85.86480748564988,698.7728937728938,60.5243633058884,17.807977519098685,27.26755848183996,0.35064935064935066,0.06493506493506493,-0.0005409306568199349,5.234496603477945e-07,1.0423041775915767,1.0168943772326469,-0.8503608051652107,468.5327453613281,0.23385328710844214,2.3304761904761904,1.174770832093012,2.0039285714285717,0.6520673885816562,1.162953721855878,1.0023088023088023,1.0103874,-0.00014172790643379865,3.027596374914413e-06,0,1,0
0,0.0005938606789674142,1.156094901465025e-05,0.0005536078660664615,0.0007119978233624774,0.03587763259200057,0.009131867039773856,0.0,0.06054871015504737,7.534197488279668,0.18699489921918352,7.075647971672892,7.806991932430833,0.0002219595133191943,0.01087744103615565,-0.04876371287184771,0.03333402882536746,0.1278228754424609,0.05370846153466691,0.005594386636078014,0.19902567583020842,0.3492140231834884,83.00777141951691,-550.07,305.19,34.67660633484162,0.0153915342440467,34.65,34.71,0.03586594049608555,0.009177610290493634,-0.006880531987530299,0.06054868149026664,2.467767508461749e-05,6.31468411728287e-06,-4.7341720431427655e-06,4.166071397965634e-05,2.467767508461749e-05,6.31468411728287e-06,-4.7341720431427655e-06,4.166071397965634e-05,0.0005319721757188453,0.22574707737475946,-0.3235015869140625,1.4765167236328125,2.322370949460952,0.015053726769961334,2.289578665625306,2.3631214778527307,-6.898474624370907e-05,0.007936374157323567,-0.049710709692388375,0.027622749494516596,-1.075809242907595,0.016794374338549488,-1.0956675630644888,-1.0467294990303015,0.0005938603978237514,1.1560943541501974e-05,0.0005536076039791593,0.0007119974862906977,4.0860754633537904e-07,7.954544184333614e-09,3.809114827718612e-07,4.898921479464312e-07,4.0860754633537904e-07,7.954544184333614e-09,3.809114827718612e-07,4.898921479464312e-07,-0.003236856816559737,0.01398156879011975,-0.0848236083984375,0.1448822021484375,0.06590184375525088,3.728645808208783,-9.521484375,10.83831787109375,33.28157424926758,0.02791697345674038,33.158203125,33.49908447265625,0.11309018942606729,63.431654422657004,63.43162439304183,0.043644332065733156,0.043644332065733156,22.972906505175445,22.972895629414,0.015806574322437806,0.015806574322437806,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,88.82074598852732,675.5178571428571,46.53270944689754,15.131377939262329,20.797208842395253,0.22784810126582278,0.0379746835443038,-0.0027371268152074396,8.764285665447602e-07,1.1033607047278002,1.0321206750095828,-1.708041014570966,412.98211669921875,0.23185240426310308,2.0608333333333335,0.6260779706102482,2.1606593406593406,1.2947850497598095,0.8804292543993489,1.0017316017316018,1.0102805,9.767974473857719e-05,1.8020352957470872e-06,0,1,0
0,0.0005756659956284746,1.0901215058065358e-05,0.0005512685059995761,0.0006224132349198534,0.041234981601042595,0.0018558202371024577,0.030274355077523685,0.0488518002387314,6.836649369982089,0.20166298610014585,6.360318902323149,7.302317824847625,-9.112839208258368e-05,0.02472647343826362,-0.078639239594637,0.07821090579333775,-0.07443130969805803,0.04756001792092964,-0.15618160608984155,0.0037436148554470155,0.23172745264348388,82.21041669427568,-640.72,331.4,34.723755656108594,0.023474527007688314,34.68,34.77,0.04123496207970674,0.0018558193585258538,0.03027434074513332,0.04885177711146513,2.8371847559402117e-05,1.2769024459415096e-06,2.083035698982817e-05,3.3612621506313634e-05,2.8371847559402117e-05,1.2769024459415096e-06,2.083035698982817e-05,3.3612621506313634e-05,0.001181406339239697,0.2192012050751304,-0.4872894287109375,1.4736785888671875,2.344202531732751,0.00674207466793329,2.3320112975097973,2.3533316510099094,3.8365736071126715e-05,0.0018044417449050122,-0.0039463453659991975,0.0063710019185746255,-1.0471267131702415,0.00867666067289831,-1.0613266968530566,-1.0374050356815085,0.000575665723098482,1.0901209897246271e-05,0.0005512682450197665,0.000622412940258929,3.960886421903865e-07,7.500612340078488e-09,3.793018793568194e-07,4.2825321449043467e-07,3.960886421903865e-07,7.500612340078488e-09,3.793018793568194e-07,4.2825321449043467e-07,-0.0032709394069778525,0.010286352867901355,-0.067657470703125,0.0398712158203125,0.04640641743487699,4.071055073577653,-15.9759521484375,15.07110595703125,33.35643768310547,0.03279350697994232,33.25006103515625,33.597381591796875,0.06559230986711902,72.94468245224434,72.94464791900123,0.050189798332582344,0.050189798332582344,22.269063374891914,22.269052832341675,0.015322293034492913,0.015322293034492913,0.018089315997738834,0.018089315997738834,0.018089315997738834,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,84.59103868588318,709.2949907235623,51.27973896933854,16.993021815872936,25.089528201006235,0.32894736842105265,0.039473684210526314,-0.0019392773816062673,4.963642467895002e-07,1.1481056118397468,1.009142474362315,-0.5893098782138024,308.1706237792969,0.2522373552164181,2.2134065934065936,1.0160408183591405,1.9435714285714287,0.6654887979042582,1.2337375964718853,1.0025951557093427,1.0104457,0.00028392275451098677,2.3449169914003943e-06,0,1,0
0,0.000585239107884149,1.0718536926477336e-05,0.0005248472135194619,0.000661494680491506,0.028021835960021793,0.010758690054624362,0.0,0.07706199474278756,6.535241194102354,0.18714273518732336,6.045925337255106,6.798056860688256,-0.0004399386649398754,0.014979742541811237,-0.061631856279176084,0.027391327408993967,-0.16161113101367633,0.05156969462234347,-0.2543244102752753,-0.10618538600176752,0.23983597285067756,114.69597583658539,-594.42,532.26,34.78330316742082,0.030773489191612734,34.73,34.83,0.026225412306317412,0.0146013560518998,-0.02821018114887423,0.07706195826033936,1.804447882597877e-05,1.004650973764157e-05,-1.941010537688534e-05,5.302272688319898e-05,1.804447882597877e-05,1.004650973764157e-05,-1.941010537688534e-05,5.302272688319898e-05,0.0009737817202949302,0.2457580182375354,-0.4620208740234375,1.49908447265625,2.3363605180691387,0.011624931882145667,2.3177437074562848,2.3690092798238633,6.488239980766693e-05,0.00404096750218558,-0.00930763201498542,0.022638159516647487,-1.0574946989809177,0.014567552559729439,-1.077936566726911,-1.036101217154516,0.0005852388308220833,1.0718531852141153e-05,0.0005248469650479378,0.0006614943673287661,4.026754495816178e-07,7.374920126801958e-09,3.611226331570533e-07,4.5514331539766936e-07,4.026754495816178e-07,7.374920126801958e-09,3.611226331570533e-07,4.5514331539766936e-07,-0.0031611442196133434,0.01610943116426765,-0.09832763671875,0.1416778564453125,0.0937375989058259,4.54806213838218,-15.37933349609375,10.6170654296875,33.416385650634766,0.02594280056655407,33.27716064453125,33.630706787109375,0.06561085972850679,49.54260597731853,49.54258252301317,0.03408793237944517,0.03408793237944517,22.639974888498298,22.639964170352293,0.015577499767064882,0.015577499767064882,0.00904977375565611,0.00904977375565611,0.00904977375565611,0.0008271940028434794,0.0008271940028434794,0.0008271940028434794,89.33119764724417,671.657848324515,46.55556193621713,24.632858996611386,30.372265141011763,0.2375,0.0625,-0.002667802449361189,-9.584596068488338e-07,1.1244030452705893,1.022118740826544,-1.440875232774674,453.26380920410156,0.2170737656378198,2.4536363636363636,1.1892520160018707,2.330909090909091,1.0163327199654932,1.0526521060842435,1.0028793550244746,1.0106243,0.00039045215515804603,1.2575299083268252e-06,0,1,0
0,0.000592185025630772,1.3217589365862267e-05,0.0005450759809713611,0.0007340155807663011,0.025004985891107723,0.00907917103798617,0.0,0.0571084425326015,6.02321949344618,0.18441301243746502,5.526737993110102,6.233785224623566,0.0004202633699776653,0.017625468116899835,-0.07978654796208794,0.03496878810535496,-0.3111619207250244,0.0502825119730386,-0.41568056059511665,-0.254611109547993,-0.9622702855527285,120.31618833036644,-976.29,431.5,34.81447963800905,0.014562264251840625,34.77,34.84,0.022776584564603977,0.013744351263962087,-0.03096239394388635,0.05710841549650149,1.5671501866344655e-05,9.456844851954364e-06,-2.1303774194142445e-05,3.929362795808496e-05,1.5671501866344655e-05,9.456844851954364e-06,-2.1303774194142445e-05,3.929362795808496e-05,0.0009859432393621232,0.24112086352119666,-0.49287414550781256,1.4965667724609375,2.3155437097645133,0.009510816018381094,2.3053276591339893,2.3641308814822586,-4.613254237784737e-05,0.007906926132800631,-0.01572963661015369,0.046368560656235305,-1.0848353551904852,0.0077323571837732965,-1.0943873346999806,-1.0666615432373872,0.000592184745280392,1.32175831084325e-05,0.0005450757229231973,0.0007340152332709438,4.074546082429219e-07,9.094400337540999e-09,3.750410947199262e-07,5.050415291855244e-07,4.074546082429219e-07,9.094400337540999e-09,3.750410947199262e-07,5.050415291855244e-07,-0.0031361970890641964,0.01443918880351105,-0.1337127685546875,0.1367340087890625,-0.045062181387774985,4.343543133268951,-19.7265625,12.65716552734375,33.44683074951172,0.021607564762234688,33.343536376953125,33.636749267578125,0.07690132880972575,44.208815055478446,44.208794126279685,0.0304180022116009,0.0304180022116009,22.908085531500788,22.90807468642668,0.015761974065269194,0.015761974065269194,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,89.82652549309535,667.9541446208112,28.446763538898264,11.792800899753392,16.850180160122072,0.225,0.025,-0.0025900570613307692,5.8359010210040834e-08,1.1279321061347405,1.025507533436856,-1.0225950017117424,431.0972900390625,0.20260043769106018,2.663116883116883,1.6842768269355444,2.1529870129870132,0.8416779015741789,1.2369405235854747,1.0020132297958009,1.0087937,4.653851712675536e-05,6.249169105868394e-07,0,1,0
0,0.0005889204478902576,1.158075711876645e-05,0.0005150768726321416,0.0006602561426769144,0.03103592025612731,0.011406907810266024,0.0,0.05779649605709067,5.573122743165064,0.12551715584092168,5.3002870971044524,5.758448608698879,-3.629394895364913e-05,0.014880756466963305,-0.0396044369446217,0.03201164774015691,-0.44141300768129754,0.0325951496137688,-0.4897719806959228,-0.39669403022524197,0.8707322589765336,74.87777463617098,-308.79,321.82,34.861306306306304,0.01939642987155061,34.83,34.89,0.030870212706970317,0.011847988189835392,-0.018577436366331808,0.05779646869525452,2.1240348599217357e-05,8.152046172804364e-06,-1.2782264516485466e-05,3.976704516239923e-05,2.1240348599217357e-05,8.152046172804364e-06,-1.2782264516485466e-05,3.976704516239923e-05,0.0011060983185252277,0.2438104075984848,-0.4427032470703125,1.4853973388671875,2.308514160750294,0.002575981343023177,2.304788138117101,2.3256418183509213,-0.0003033067837163631,0.0024696644892425036,-0.012535153421154266,0.008769995841881147,-1.0938482316358267,0.0037731864476209663,-1.096675756886852,-1.0749162376272514,0.0005889201690853838,1.1580751636240682e-05,0.0005150766287860617,0.0006602558301005191,4.052084061493735e-07,7.968173207279786e-09,3.544001220391767e-07,4.542911358959993e-07,4.052084061493735e-07,7.968173207279786e-09,3.544001220391767e-07,4.542911358959993e-07,-0.0031190136321157668,0.01560878087392796,-0.1412200927734375,0.13604736328125,-0.22442107085373045,5.041395475233293,-15.47088623046875,9.12628173828125,33.500335693359375,0.02976185455918312,33.31939697265625,33.70947265625,0.08594854396381113,54.90254293308921,54.90251694129928,0.03777585240105339,0.03777585240105339,22.78238752663462,22.782376741068067,0.015675487191888514,0.015675487191888514,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.0006203955021326095,0.0006203955021326095,0.0006203955021326095,91.02540668981905,659.156626506024,37.365963156134576,16.986598758628478,22.7540138621568,0.2073170731707317,0.04878048780487805,-0.0015443617192928388,8.627511732670597e-08,1.0864408857861154,1.0090479814126676,-0.9633711507293355,455.0877227783203,0.2516902614594637,1.801020408163265,0.5040334191600335,2.0453061224489795,1.0070274110373518,0.8805627619237677,1.0017226528854437,1.0117072,0.00015839571893382478,1.8424291862441e-06,0,1,0
0,0.0006224804580314317,7.663725538024526e-06,0.0005662680191579999,0.0006687880277720146,0.014333151191706053,0.003970133729900363,0.0006880535244891746,0.026146033930588636,5.29688938142099,0.1245594483676837,5.082947377939183,5.524232221213653,-0.00013671508787951387,0.005123163786374127,-0.04389616148827519,0.016916296224078486,-0.5215304773874755,0.0360277589587106,-0.5843545825793562,-0.4717113576334778,-0.5567514843087359,44.45340037322897,-305.24,348.22,34.844298642533936,0.025492105919688472,34.81,34.89,0.014325360998924794,0.0039981255267170996,-0.00619247878877727,0.02614602155261514,9.856610458602105e-06,2.7509230576738434e-06,-4.260754838828489e-06,1.7989853763942512e-05,9.856610458602105e-06,2.7509230576738434e-06,-4.260754838828489e-06,1.7989853763942512e-05,0.0013466812242656444,0.24410560915181892,-0.5550384521484375,1.4992218017578125,2.34240274062088,0.005190761917405899,2.3155972014324275,2.354539293014985,0.00029370899076608994,0.0028867907189421022,-0.009900173255239939,0.009219299520060146,-1.0497554881928963,0.0064039905050701645,-1.0749107736656887,-1.0422246639214798,0.0006224801633386828,7.663721909887584e-06,0.0005662677510771678,0.0006687877111564811,4.2829946754548923e-07,5.273048374451832e-09,3.8962233747932983e-07,4.6016152394793435e-07,4.2829946754548923e-07,5.273048374451832e-09,3.8962233747932983e-07,4.6016152394793435e-07,-0.003112932603000029,0.012294530925464278,-0.1269378662109375,0.1704254150390625,0.35296757555762315,4.805757448915995,-15.44647216796875,17.38128662109375,33.476768493652344,0.024672605097293854,33.342010498046875,33.656463623046875,0.18094430308170764,25.341011306936302,25.340999310074096,0.017435955634894806,0.017435955634894806,24.080034038487902,24.080022638593604,0.016568336602529706,0.016568336602529706,0.004524886877828055,0.004524886877828055,0.004524886877828055,0.00020680384655154586,0.00020680384655154586,0.00020680384655154586,85.5531181447822,701.3186813186813,51.03316106767592,18.003154592084798,26.132955331533513,0.33766233766233766,0.06493506493506493,-0.001915171229693524,2.502199096718304e-07,1.0868167247195433,1.0168172994674842,-1.3425892535160475,352.77960205078125,0.22713432985895993,2.3003896103896104,0.9758569975891104,2.4002597402597403,0.9998437388453665,0.9583919489232767,1.002298190175237,1.0094311,-0.0003123172534937223,-9.218986989236616e-07,0,1,0
0,0.000625420192328307,4.136766886448815e-06,0.0005972304802543308,0.0006518618911217402,0.016010371525465177,0.0037463286595033358,0.0006880535244891746,0.0653650848264716,4.892397368038123,0.12032052145379182,4.574539973750093,5.08358874342779,-0.00022898353913400552,0.0061571587478210735,-0.05312162617102084,0.013389505983208384,-0.6389022834144021,0.03401154368730658,-0.6989928477376355,-0.5848410926868411,0.38646310432569986,37.7872462985251,-229.51,263.68,34.764841628959275,0.023850918668437655,34.71,34.83,0.016006474442217887,0.0037629104090524676,-0.00206415959625909,0.06536505388153785,1.101330594072664e-05,2.5890825435696227e-06,-1.4202516129428298e-06,4.497463440985627e-05,1.101330594072664e-05,2.5890825435696227e-06,-1.4202516129428298e-06,4.497463440985627e-05,0.0010595813727948327,0.2489737976481888,-0.5931243896484375,1.4837493896484375,2.336311487582548,0.0027530799320060477,2.329320746840169,2.3456691667644907,0.00011605718564745024,0.0019855267871533248,-0.00423674603980473,0.007987099181752236,-1.0576105315587232,0.002951736274207699,-1.065061044114909,-1.0527307020816048,0.0006254198962438384,4.136764928033591e-06,0.0005972301975153473,0.0006518615825193252,4.303221601743611e-07,2.8463143412228593e-09,4.1092614779233864e-07,4.4851544699663394e-07,4.303221601743611e-07,2.8463143412228593e-09,4.1092614779233864e-07,4.4851544699663394e-07,-0.003082965672934466,0.00986990042172405,-0.08697509765625,0.055755615234375,0.09384009328034927,4.11958641146232,-17.24090576171875,8.04595947265625,33.5154914855957,0.026646258309483528,33.420501708984375,33.674652099609375,0.1786824992931863,28.3223472285479,28.322333820270973,0.019487272381188567,0.019487272381188567,24.193754720028227,24.193743266296647,0.016646582444184984,0.016646582444184984,0.0045223289994347085,0.0045223289994347085,0.0045223289994347085,0.0004136076931030917,0.0004136076931030917,0.0004136076931030917,85.5978260869565,700.9523809523811,52.66933602121923,19.68455398498996,25.620616523689595,0.2328767123287671,0.0273972602739726,-0.0018430285877917819,-1.7818056965094442e-07,1.1112786799544332,1.0070185353161427,-0.6410526315789473,300.8800048828125,0.21709943411484872,2.254935064935065,0.6827219242408258,2.3527380952380956,0.9039274582471993,0.8785609472246116,1.0034572169403628,1.0076046,-0.00029532947180006683,1.4504680600729883e-06,0,1,0
